8:130:8:131,177,53
10:129:2:130,177,18
0:32:0:128,177,26
10:2:2:2,177,41
136:130:130:130,177,9
8:130:12:128,177,13
9:129:2:130,177,11
18:3:18:3,177,19
8:0:128:128,177,45
8:129:9:133,176,17
8:130:0:176,176,52
0:130:0:128,176,57
0:5:0:5,176,34
9:144:2:128,176,6
16:1:20:0,175,45
8:130:2:136,175,22
9:130:2:194,175,11
10:162:170:162,175,46
20:4:20:4,175,19
9:0:0:0,175,67
128:8:0:0,174,100
10:8:32:10,174,10
0:0:0:160,174,115
0:128:32:0,174,64
8:130:56:162,174,46
8:32:8:128,174,28
130:2:130:2,174,28
9:0:0:8,174,8
9:2:8:0,173,34
9:130:10:128,173,9
8:136:0:0,173,69
128:8:0:128,173,23
8:32:8:0,172,15
1:0:0:0,172,83
9:128:9:129,172,39
136:136:138:130,172,9
136:176:0:160,172,2
10:130:74:130,172,2
3:32:3:32,172,4
8:128:8:138,172,21
8:8:136:0,172,22
32:32:8:8,171,3
130:2:128:10,171,29
8:8:8:40,171,65
10:16:98:0,171,3
10:146:66:128,171,4
8:130:32:8,171,50
40:41:40:41,170,6
0:0:0:64,170,46
8:128:130:130,170,38
8:136:24:136,170,41
16:1:4:128,170,29
0:0:16:128,170,135
9:128:6:129,170,5
128:130:8:128,170,17
143:143:143:143,169,10
9:130:4:128,169,11
136:8:8:8,169,85
8:128:40:224,168,65
65:4:64:4,168,11
8:128:10:138,168,36
0:129:16:0,168,72
72:64:128:2,168,4
8:10:10:10,168,37
8:128:0:129,167,30
9:130:8:129,167,18
10:2:8:2,167,29
10:128:0:129,167,6
16:3:20:5,167,21
0:0:8:1,166,94
24:1:20:1,166,42
9:138:8:136,166,9
25:9:25:9,166,2
8:130:6:128,166,7
9:136:9:136,166,9
10:128:10:176,165,53
0:65:0:0,165,5
8:144:8:144,165,29
248:240:240:240,165,80
4:1:4:1,165,13
16:33:16:1,164,14
0:10:0:0,164,52
129:9:129:11,164,4
9:18:8:18,164,2
8:4:0:0,164,33
72:64:128:0,164,4
8:129:8:132,163,35
4:0:0:0,163,93
8:40:8:40,163,11
8:128:8:224,163,77
9:130:40:162,162,4
11:130:11:130,162,7
0:0:32:160,162,122
0:10:128:0,162,7
0:2:0:2,162,70
8:152:200:136,162,2
168:160:32:128,162,2
8:128:3:128,162,14
8:8:128:10,162,24
8:144:10:144,161,38
8:10:8:10,161,20
129:8:128:8,161,18
36:36:36:36,161,7
8:0:0:130,160,62
136:128:136:160,160,14
0:0:8:32,160,83
2:40:2:40,160,14
0:128:2:130,160,34
0:16:0:5,160,20
10:2:2:0,159,30
8:152:72:152,159,13
10:130:0:0,159,63
40:0:0:0,158,68
0:1:8:0,158,47
136:136:138:138,158,16
12:0:0:0,158,44
130:130:133:130,158,4
8:130:4:128,158,24
17:0:17:0,157,6
8:152:8:184,157,15
8:128:40:40,157,23
128:8:128:0,157,17
17:17:81:17,157,3
8:129:8:0,157,69
8:130:40:32,156,18
8:160:40:160,156,23
32:0:0:32,156,33
1:130:8:129,155,6
8:24:0:2,155,10
8:128:24:128,155,91
9:130:6:129,155,7
8:129:8:133,154,22
224:160:10:128,154,66
17:1:1:1,153,20
8:137:0:136,153,32
10:134:8:128,153,3
8:2:0:130,153,21
128:2:8:2,153,31
4:0:0:1,153,19
72:152:72:152,153,3
2:130:10:128,153,30
9:138:8:128,152,4
8:130:8:194,152,23
9:130:7:136,152,4
8:0:130:0,152,39
0:8:160:8,152,4
3:128:10:128,152,8
0:0:2:128,151,100
18:5:16:5,151,4
8:0:0:136,150,25
8:2:168:32,150,3
8:130:0:160,150,23
0:0:128:32,150,45
8:128:10:144,150,55
128:8:129:8,150,13
56:50:56:50,150,3
24:4:24:0,150,47
2:128:8:8,150,7
5:64:5:64,150,5
40:8:128:32,150,11
2:8:128:8,150,23
5:5:5:5,149,22
136:130:128:128,149,9
10:146:74:130,149,15
9:130:13:130,149,6
8:144:72:128,149,14
0:0:0:3,148,92
9:130:0:129,148,21
0:128:64:128,148,11
0:4:16:4,148,5
10:137:10:130,148,2
9:129:6:128,148,13
8:0:0:32,147,73
0:0:128:1,147,31
8:152:40:184,147,18
0:20:0:5,146,13
128:0:8:8,146,34
24:3:16:1,146,51
48:80:80:80,146,2
1:8:0:8,146,17
16:0:8:129,145,65
0:8:130:0,145,19
0:128:128:128,145,54
0:130:10:8,145,2
8:136:24:169,145,7
130:2:128:8,145,27
17:1:17:5,144,22
10:0:3:0,144,1
40:152:72:184,144,3
9:130:2:131,144,5
10:131:6:128,144,8
32:2:2:34,144,2
84:4:9:128,144,2
10:8:0:0,144,52
8:0:32:0,143,57
0:128:0:2,143,39
2:0:128:2,143,31
10:136:8:136,143,34
8:130:2:176,143,42
9:130:2:129,143,14
0:10:128:10,143,20
168:152:168:152,143,2
56:40:56:40,143,7
0:16:0:16,143,29
128:32:128:0,143,11
0:32:160:160,142,29
24:240:24:240,142,1
10:128:13:128,142,4
136:128:128:130,142,10
9:137:4:141,142,1
8:10:128:0,142,23
8:129:14:130,142,4
24:9:9:137,142,2
8:130:40:224,141,34
0:128:0:40,141,3
10:32:10:32,141,23
9:131:2:128,141,1
24:4:16:0,141,19
16:5:18:5,141,10
8:0:2:4,141,25
0:0:2:8,140,76
24:1:20:0,140,26
200:152:56:184,140,1
9:128:9:130,140,30
8:128:130:8,140,14
170:160:168:160,140,3
8:128:2:160,140,15
20:4:20:1,140,19
10:128:8:0,140,58
8:130:2:2,140,27
11:140:11:140,140,5
32:0:0:128,140,24
128:128:128:0,139,47
10:32:2:32,139,20
136:34:136:34,139,13
16:0:0:0,139,70
10:132:9:130,138,3
2:0:128:0,138,17
160:32:160:32,138,8
8:208:66:176,138,3
16:5:0:129,138,56
16:5:20:5,138,24
10:128:0:0,138,82
40:0:132:4,138,3
8:136:40:184,138,57
18:1:18:1,137,22
130:8:130:10,137,20
133:64:13:64,137,1
8:131:10:130,137,13
136:0:0:128,137,41
8:0:10:128,137,34
42:15:37:14,137,1
0:144:0:144,137,18
0:3:0:1,136,48
8:56:104:24,136,2
136:0:0:8,136,29
10:130:10:160,136,36
8:128:2:129,135,21
0:130:0:130,135,43
10:10:128:0,135,16
8:130:66:162,135,1
0:130:8:32,135,11
40:130:8:0,135,10
8:9:0:8,135,38
8:131:16:1,135,48
136:8:8:24,134,6
248:248:248:250,134,34
9:2:0:128,134,19
40:168:40:168,134,12
8:216:88:184,134,2
8:128:42:130,134,20
0:0:128:8,134,60
2:128:0:0,134,57
8:128:2:8,134,21
8:144:2:128,134,5
19:1:19:1,133,3
12:0:8:2,133,8
1:16:0:1,133,14
8:130:0:2,133,23
8:128:8:134,133,29
24:66:8:128,132,2
10:2:128:0,132,16
8:16:0:1,132,42
10:128:40:0,132,10
136:0:136:34,132,5
176:160:160:160,132,8
15:193:10:129,132,2
10:146:66:144,132,6
248:168:248:168,131,8
40:0:0:2,131,19
8:2:128:1,131,24
10:129:8:129,131,27
8:136:8:170,131,25
10:146:10:130,131,31
128:8:8:0,130,31
0:3:0:0,130,64
0:0:0:240,130,94
0:4:0:1,130,31
8:136:9:138,130,13
2:0:2:0,129,39
152:40:152:40,129,4
40:160:40:162,129,8
9:129:66:128,129,6
2:136:0:0,129,24
0:131:0:131,129,11
10:144:74:128,129,12
8:0:0:,129,129
9:0:9:0,128,56
0:0:4:0,128,54
0:8:8:128,128,29
2:128:15:129,128,2
136:160:130:162,128,1
8:8:10:8,128,32
15:135:15:135,128,8
168:168:168:184,128,9
10:3:3:1,128,1
8:130:2:160,128,32
10:160:8:128,128,22
8:128:24:130,128,57
40:153:105:136,128,2
8:12:8:12,128,4
10:130:10:131,128,44
10:8:128:2,127,13
16:0:24:2,127,28
128:176:128:176,127,5
24:4:16:1,127,13
0:4:16:1,127,18
17:33:17:33,127,4
8:128:9:160,126,21
68:4:68:4,126,11
9:1:9:1,126,14
40:8:40:8,126,12
128:0:2:8,126,15
2:0:8:8,126,45
168:162:170:162,126,3
0:0:160:0,126,50
252:243:242:224,126,1
8:136:56:248,126,25
8:129:2:132,126,16
8:130:56:160,126,81
10:133:64:129,126,2
8:130:8:8,126,41
8:130:72:144,126,5
8:128:248:208,126,3
11:132:11:132,125,5
0:1:4:1,125,17
8:138:10:136,125,6
160:0:0:0,125,55
136:136:128:128,125,8
8:130:10:129,125,22
8:128:10:162,125,22
8:129:3:128,125,5
128:8:128:9,125,14
10:138:10:170,125,21
66:80:8:144,124,4
24:0:26:0,124,32
40:32:32:32,124,14
11:130:2:128,124,9
170:160:170:160,124,2
8:160:40:128,124,15
9:32:2:176,124,2
10:146:10:146,124,8
10:152:8:128,124,1
24:0:8:129,124,64
16:3:16:0,124,59
170:8:170:34,123,3
0:42:0:0,123,3
10:0:0:2,123,24
8:128:128:0,123,51
24:1:0:129,123,66
9:9:9:11,123,5
8:8:40:8,123,28
128:128:0:0,123,74
130:10:128:10,123,12
40:128:8:130,123,16
0:0:32:32,123,59
8:152:72:168,123,4
40:36:40:36,123,5
131:131:131:131,123,20
16:224:16:80,123,3
16:21:16:16,123,3
10:130:2:129,122,19
16:1:16:4,122,42
16:176:148:1,122,1
8:136:10:130,122,25
72:162:72:160,122,2
8:145:8:130,122,16
8:152:40:136,122,7
20:3:20:5,122,11
24:1:16:2,121,29
8:2:160:32,121,7
0:8:0:136,121,16
8:160:2:130,121,7
0:4:0:0,121,66
9:144:9:128,121,3
24:4:24:2,121,32
16:4:16:0,121,17
16:69:16:5,121,1
8:0:8:130,121,73
8:146:74:146,121,5
40:41:36:40,120,4
0:240:0:208,120,3
8:137:10:137,120,4
24:64:24:0,120,10
0:128:2:128,120,43
10:131:6:130,120,5
2:4:9:2,120,13
16:5:17:1,120,12
8:136:9:128,120,23
9:130:6:198,120,2
